id,message,original,genre
1605,i would like to know what you are saying for cite militaire?,mwen ta renmen konnen sa yap di pou nou nan site milite,direct
1606,How can we predict today's situation,KOMAN NOU PREVWA SiTiYASYON AN JODi-a.,direct
1607,How can I find help for my neighborhood? ,Comment je peux trouver de l' aide pour mon quartier?,direct
1608,hello I have problem. I live in the street,bonjou mwen gin poblaim se nan lari mwen ye,direct
1609,"Hi I don't have a place to sleep, it's in the community park on santo 17, on the Peter field, we don't have food, do something for us please.","BONJOU MWEN PA GEN KOTE POU MWEN DOMI SE NAN PAK COMINOT NAN SANTO 17 LA, NAN TREN PIT A NOU PA GEN MANJE FE YON BAGAY POU NOU TANPRI SVP",direct
1610,I need some information on what's going on in Haiti's situation.,mwen ta renjwen yon ti enfo sou siti ya syon nou ye la,direct
1611,Who knows if the aftershocks will last for a month and a half?,D'apres qui sait-on que les repliques sismiques dureront 1 mois et demi?,direct
1612,"I am a viuctim. I am in Moinret Bonrepos. I sleep in the streets with my wife and child. I have no food to give them, please tell us what to do and what you can do for us",Moinsyon victime moinret bonrepos serin mapedormir madame moinyontimoume moinpagenmange poume bayo silvousplait dirigent yowsanous caferpourmoin,direct
1613,S. O. S in Leogane. .. we need shelter because we are sleeping outside.,S. o. s pou leogane ( makm ) nou bezwen kouvti plastik paske se nan seren nap demi,direct
1615,The gist of this message is: They said that people in a government car took pictures ..100 American dollars..after Port au Prince was destroyed so that people know that it is true ,"Yo di machin leta mete yo, yo fe foto w ak 100 dola ameriken apre sa poto prens fini pou moun sayo eske c vre",direct
1616,Hello I'm a professional I need a hurricane job,Bonjou mwen seyon profesyonel mwen bezwen yonjob cyclone,direct
1617,"I need help, have nothing to live","Mwen bezwen Help, m'pa gen anyen poum viv.",direct
1618,"Hello, I heard on the radio the people in difficulty can text this number, my brothers and sisters I was living in a house with my father, brother, sister, my spouses child has two children. ...",Bonjour mwem tap tande radio yo di moum ki andifiklete voye sms nan nimero sa fri ak si mwem tap viv nan kay ak papa fr se pitit mari mwem gen de pitit,direct
1619,I didn't tell the whole family this :  The reason I was saved awasn't harmed is because I was in the streets.  Right now I'm in the streets with this child. I can't live like this.,mwem pedi tout fanmi sa sak fe mwem ka sove ka yon pitit se paske mwem te nan lari kouye la mwem nan lari ak pitit sa mwem pa genyen poum viv nan kasa m,direct
1620,I don't know what I you will do for me. Thanks in advance. ,wem pa konnen kisa nou va fe pou mwem mesi davans,direct
1621,"hi, I would like to know what the State is planning to do about the schools. And also whether we'll have a new capital. ","Bonjou m ta renmen konnen koman leta pral oganiz an lekl, gen anpil ki tonb, epi eske li posib vri pou yo deplase kapital la?",direct
1622,"Oh my God. I would like to know why we are not getting aid. Those of us who are in Signo, Geren, Brach. We have 4 little bags of rice, 1/2 gallon of oil, a small bag of beans for 22 people. ","Mezanmi mwen ta renmen konnen poukisa si acted apbanou d noumenm kinan zon signo, geren, brach 4 tisak diri, dmigalon lwil, yon tisakpwa pou 22mou kisa tima",direct
1623,Please see what you can do for us. Every day we are fighting to find some food.,njesa kaf pounou sechakjou nou pralpran limpase mize pounjwen timanjesa?,direct
1624,"we're starving, no shelter no food. . nothing at all. Please we're asking you for water, food, tents, blankets, shelter to stay, bowls, and medical stuff etc..","en. Nap mouri grangou nan seren an san anyen. Mande svp pote : dlo, manje, tant, dra, kabann, veso, pwodi medikal, elatriye. ..",direct
1625,I would like to know if there are going to be any more aftershocks like the one we had on January 19th,MW TA REMIN KONIN ESKE NAP PrAN YON SECOUSE ENKOR MIM JAN AK MARDI 19 JANV ENKOR,direct
1626,I would like your help. Come quickly.,Moin ta renmin nou ede moin vit vit tenpri,direct
1627,I would like to find reliable information.,Mwen ta renmen jwenn bon jan enfomasyon.,direct
1628,When will Cam Transfer start working again?,"Ki le nap ka jwen sevis nan KAM TRANSFE,",direct
1629,Is it true that people can go to Senegal without a visa?,Est ce vraie que les gens peuvent aller au Snegal sans visa?,direct
1630,What can I do to go to Senegal right away because I won't be able to live here anymore,Kisam dwe fe poum ka ale au Sngal tou swit paske m pa ka viv ank.,direct
1631,I want more information about the earthquake.,Mwen vle gen enfomasyon sou tranbleman ta a,direct
1632,I would like some information.,MWEN VLE GENYEN KEK TI ENFOMASYON.,direct
1633,When will they start giving out Canadian visa?,KI L YAP KOMANSE BAY MOUN RESIDANS YO VISA CANADIEN,direct
1634,"Good Morning, I'd like to get some information on the public pls","Bonjour, mwen ta renmen gen plis enfomatyon sou replik yo silvouple",direct
1635,What is the exchange rate for the US dollar?,Quel est le taux du dollar americain?,direct
1636,I would like to know when the aftershocks will end,Mwen ta renmen konnen ki la replik yo ap fini.,direct
1637,When will these earthquakes stop?,Mwen pa vle konmen ki li seuis ap fini,direct
1638,I would like to receive information.,Mwen ta renmen gen tout enfomasyon yo,direct
1639,"I need some information, radio but no battery ( translator's interpertation - could mean i don't have a lot )",Mwen bezwen yon ti enfomasyon radyo m pagen pil.,direct
1640,I'd like to know how things r going? ,Mwen ta renmen koman bagay yo ye,direct
1641,I'm hungry I haven't recieve anything to eat. ,MWEN GRANGOU MWEN PA JWEN MANJE.,direct
1642,I would like some information on the earthquake.,Un peut d. information sur le trenblement de terre.,direct
1643,"Hello I am a student of L'ecole Sorbonne, the school has colapsed and I'm wounded, my home is also destroyed and we haven't found anything salvageable. We need help, please send help.",BONJOU MWEN SEYON ELEV RHETO NAN LEKOL SORBONE LEKOL LA TONBE SOU MWEN MWEN BLESE KAY MANMANM KRAZE NOU PA JWENN ANYEN EN NAN NESESITE MAP MANDE NOU EDEM,direct
1644,I would like to know if the earthquake will come again,Mwen ta renmen eske tranbleman ta a ap pase toujou,direct
1645,Please I am in Mariani.  I'm waiting for you Thank You,SVP SE MARYANI MWEN YE MAP TANN NOU MESI,direct
1646,What is the risk assessment for people in La Plaine. Please answer me. I sent a SMS before and didn't get an answer.,Ki pi gro risk moun laplan yo kouri. repon mwen souple paske mwen te voye yon sms deja mwen pat jwenn repons,direct
1647,I am with someone who was it in the head. They pass out from time to time. Where can I find a neurologist?,"Mwen gen yon moun kite frape nan tet, detanzan lap evanwi konnye a. Kote mwen ka jwen yon newolog",direct
1648,Est-ce que ya monde qui aller U. s. a et qui ont tomoin qui Americain Are there people who are going to US and that have witness that is american ,Eske yon mounn ka ale usa ak yon timoun ki ameriken.,direct
1649,I would like to knwo where I can find work?,Mta renmen konnen ki kotem ka jwen. yon travay.,direct
1650,"We are on Delmas 105, route des freres, Hecto intersection. We don't have water or food.",Nou nan delmas 105 rtfrere mache kafou hecto nou pa gen dlo manje nou pa gen tanpe,direct
1651,What should we do if we're victims?,Kisa pou nou fe si nou viktim?,direct
1652,"please we need water, food and tents, we have 101 chlidren. .. please come rescue","p jwen dlo, manje, tant pou nou demi nou gen 101 timoun vinn sove n",direct
1652,"please we need water, food and tents, we have 101 chlidren. .. please come rescue","p jwen dlo, manje, tant pou nou demi nou gen 101 timoun vinn sove n",direct
1653,Good day. . I'd like to get the news.,Bonjou. Mwen ta renmen resevwa nouvel yo. Mesi.,direct
1654,How can I go to the Dominican Republic?,Kijan mwen ka fe pou m al sendomeng?,direct
1655,I would like to know where Haitians can go without visa,Mwen ta renmen konnen ki kote yon ayisyen kapab ale san visa,direct
1656,"Good Day, I would like information about people who are leaving the country. If someone is naturalized, can they help","Bonjou, mwen ta renmen gen enfomasyon de moun ki ka pati, eske si moun nan natiralize li ka antre yon moun mesi",direct
1657,We are an organization named UCPLC that has been in existence for one year.,Nou se org. ki rele ucplc ki gen 1nan,direct
1658,"Hello, I would like to have importain on what has happening. Thanks You","bonjour mwen ta renmen konnen tout enformasyon enportan yo, merci se Monnely?",direct
1659,"Hello, please if I know someone in Canada but I don't have ID, can I go to Canada?","Bonjou, svp eske sim gen moun kanada, mwen pa gen pys mwen ka ale kanada?",direct
1660,"I need to get to Cap Haitien, can I go?","M gen poum ale okap, eskem ka ale?",direct
1662,I need to know what's going on,Mwen bezwen konnen sa kap pase,direct
1663,Is there anyone that has a ride going to St Domingo? ,ESKE MOUN KI GEN ERNI KA AL ST DOMIMGE,direct
1664,Do you have a tent where people can go and find work in town and in the suburbs?,Eske nan yon ti tan ank moun pral jwenn travay nan vil la kom nan pwovens?,direct
1665,Please come help us in Betin Titus Prolong,Tanpri souple. vini sove nou nan BETIN TITus prolonge,direct
1666,How do I find a visa to Florida?,Comment puis-je trouv un visa pour aller en floride?,direct
1668,i would like to know when the US ambassy will start working so i could take a rendezvous for a us residence,M ta renmen konnen si nou gen infomasyon sou kile anbasad americaine ap ouvri pou moun kite gen randevou residence,direct
1669,When will the eachivey open? How much time will it take?,Kil achive ap ouv konbyen tan lap pran,direct
1670,At what time and where will the help will be found in the carrefour.,Kil ak ki kote ed yo ap distribiye nan Kafou?,direct
1671,"We are 16 families with over 27 children. We need water, food and a tent please.","NOu se 16 fami ak pase 27 ti moun. Nou bezwen dlo, manje, tant silvouple. Yveline josma.",direct
1672,Message received ( the French and kreole mean the same ).,Message received. Message recu. Mesaj ou ale,direct
1673,I'm a police officer and I have lost my wife along with 5 other people. I live in Diquini near the port of Carrefour. I have not received any assistance yet. I await your response. ,Mwen se yon polisy Mwen pedi madanm mwen ak 5 lot moun anko mwen rete dikini bo mari kafoua. Mwen pa ko jwen anyen kom d. Map tann repons nou.,direct
1674,I am greeting you in the name of the lord. This morning I have a question I would like to ask if it doesn't bother you and a few more I would like clarified. Is it possible ? and birthday of? ,Map salie nou nan nom seinye a. matin mwen gin yon kestion pou m ta poze nou si sa pap derange nou e kek lot mwen ta rinmin pi kle eske li posib e fet de,direct
1675,Who is next to us that could receive a PREGNANT WOMAN needing medical help? ,Ki kote nou resevwa fanm ansent ki ta bezwen asistans medikal?,direct
1676,Please fowrd this sms because we have a comitee who's willing to speak for us.,F sa pase pou nou svp paske nou gen yon komite pou pale pou nou.,direct
1677,"Hello, Digiciel is he the best network in the country. I am aware that you are doing a lot for us in our time of need. Thank you Digiciel. Can you put a little money for me ","Bonjou Digicel pi bon rezo peyi a, mwen konsyan ke ou fe anpil ef pou nou pandan nou an difikilte mesi bokou Digicel. Eske ou ka mete yon ti kob pou mwe",direct
1678,"i have a problem, becaue i can't find food to eat and my phone card is finished i cant call family abroard.","Mwen gen pwoblem, paske mwen pa gen lajan pou m manje. epi kat mwen fini m pa ka rele fanmi m lot b.",direct
1679,I'd like some information about traveling to the United State please.,"S, il vous plait mwen ta renmen genyen gen tout enfmtyon sou koman yon moun ka vwayaje pou la etaziny",direct
1680,I'd like some information about Haiti.,Mwen bezwen enfomasyon sou seyis la,direct
1681,i would like more information on the trip to Santo Domingo,mwen ta renmen konen plis enfomasyon sou zafe vwayaj sindoning nan.,direct
1682,"Hello. We are here in the Zone Williamson. We need help. We have a famine and it is more than we can take. We need food, we need water. We are eating whatever we can find.",Bonjour n ap tande nan akaye zon wilianson nou bezwen ed nou nan grangou se mou ki ti moiyen k ap viv nou bezwen manje nou bezwen dlo manje che pran ka n,direct
1683,"I would like to have some information, please.",MOIN TA RINMIN GIN YON TI INFOMATION SILVOUPL,direct
1684,i need all the name of american superstar who did telethon for Haiti,MWEN BEZWEN TOUT NON SIPESTA AMERIKEN YO KAP FE TELETON POU AYITI,direct
1685,I would like more information on the earthquake.,M bezwen plis sou enfomasyon sou saisme lan,direct
1686,"I have many family members who were victims of the earthquake in PAP on Jan. 12. We need food at St. Marc, Chemin 9.",Mwen genyen anpil fanmi kite victime nan port-au-prince jou 12 janvier a nou bezwen ed alimante nan sen mak chemin nf,direct
1687,"We are starving to death without anything. PLEASE bring to us water, food, tents, temporary home, sheets, MEDICAL PRODUCTS and electricity. We are in Lilavwa 17","en. Nap mouri grangou nan seren an san anyen. Mande svp pote : dlo, manje, tant, dra, kabann, veso, pwodi medikal, elatriye. .. nou nan Lilavwa 17, ri Allen /",direct
1688,hello i would like to know more information about the 2 earthquakes,BONJOU MWEN TA RENMEN KONNEN PLIS ENFOMASYON 2 TRENBLEMEN 2 TE A,direct
1689,when ca we sleep in our houses,Kile pou nou al domi lakay nou,direct
1690,Hello I would like to know wether someone I know in Saint-Domingue is still alive,"BONJOU MWEN VLE KONNEN NON MOUN KI VIVAN, NON MOUN KI SEN DOMENG, TANPRI",direct
1691,"People are supposed to leave on January 26th. If all my family died in the earthquake but I have a cousin in France, will they give me a chance to go and join him if the only passport I have. ..",MOUN DWE PATI 26 JANVYE ESKE SI TOUT FANMIM MOURI ANBA TRANBLEMAN MWEN GEN KOUZENM LA FRANCE ESKE YAP BONM CHANS POUM AL JWENN LI MEN SEL PASPOR MWEN GE,direct
1692,"Hello, please come baby site Delmas 89B. Thank you","Bonjour, svp, les site de Delmas 89B, Imp yayou. Merci.",direct
1693,"If a person needs to go to St Domingo and doesn't have a visa, is the ambassador open? It is us that will like to find it. ","Si yon moun beswen al st domingue li pa gen visa, eske ambasad la ouv, si non ki kote nou ka jwen",direct
1694,No one has talked about the homes that have been destroyed in Kenscoff ,pagen yon moun ki pale sou kay ki kraze epi ki domaje kenskof yo,direct
1695,are the giving people with residency status visas to go to the states yet.,ESKE YO POKO AP BAY MOUN KI SOU REZIDANS VIZA POU USA,direct
1696,"Hello, my people are pleading for you to find a way to bring a little water for us near Mais Gate. Thank you",Bonjour moun mwen yo tanpri fe yon mwayen pou nou pou yo voye yon ti dlo pou nou nan village leintz harry nan prochep mayi gat tanpri,direct
1697,Is it true that we will have another earthquake stronger than the one on the 12th?,Eske se vre nap jwenn yon tranbleman nan jou sa yo pi f ke 12 janvye mesi,direct
1698,"is there a agency that will open to print passport, where can i make a passport? thank you",ESKE GEN AGENCE KI OUVRI POU FE PASPO KI KOTE MWEN KA FE YON PASPO MESI,direct
1699,I would like information on the response. I would like information about responses to the earthquake.,( Mwen ta renmen gen information yo sou replik ) Mwen ta renmen gen infomation sou replik tranblement,direct
1700,Did the american military come to occupy us? And will schools open their doors this year?,Eske militaire americain vini vrman pou ocupe nou?epi eske lekol ap louvri pot li pou lane sa?,direct
1701,Hello my people please find a way to send water to Village Leintz Harry it is near Mais Gate this is Brillere,Bonjour moun mwen yo tanpri fe yon mwayen pou nou pou yo voye yon ti dlo pou nou nan village leintz harry nan prochep mayi gat tanpri se brillere,direct
1702,When will the money transfer stations open in the Plain,Kil mezon transf yo ap ouv nan la pln,direct
1703,Are there always earthquake aftershocks? Thanks.,Est ce que il y a toujour des repliques de trenblement de terre. Merai.,direct
1704,"Please, the hunger is killing us. Send water for us please ",MEZANMI SILVOUPLE GRANGOU AP TOUYE NOU VOYE TI DLO POUNOU SOUPLE,direct
1706,"Please, I need more information on my portable device.",S. v. p je besoins beaucoup plus information sur mon portable,direct
1707,would like to participate in rebuilding my country,mwen ta renmen patisipe nan rebati payim,direct
1708,where is the senegal region in haiti located?,Ou est situ un local du Sngal en Haiti?,direct
1709,"Hello, I would like information please.","Salut, yon ti information please",direct
1710,our hous hase no visible crackes can we go back in,Kay nou pa ka w fisi ak je nou yo eske nou ka antre ladan yo.,direct
1711,Information regarding protection from the earthquake,INFORMATION DE PROTECTION SUR LE TREMBLEMENT DE TERRE,direct
1712,"I am hungry and can't find any food, where can I go to get help?",MWEN GRANGOU MWEN PA JWEN MANJE KI KOTE POU MWEN AL CHCHE D YO.,direct
1713,Good Morning. I'd like some information concerning the aid relief in Haiti and what's happening with the survivors?,"Bonjou, mwen ta renmen gen enfomasyon konsnan kantite ed ayiti deja resevwa e ki sa kap an faf vikti m yo",direct
1714,"Hi Mom, I had the my eye surgery one day before the earthquake.",Alo bonjour maman m fe operasyon nan je yon seme n avan seis la je,direct
1715,What's the possibility for someone with a passport to leave the country?,Yon moun ki gen yon pasp ki posiblite li ka genyen pou l ta kite peyi a.,direct
1716,"urgent please we are tired to ask help i've lost my father today we've been hosted in a center where my dad died, i made a peas garden and",ujans souple nou bouke mande ed koz dram sa m pdu papam jodia fe twa jou m te ebje yo yn kote se nan sant la papam mouri m te fe yn jaden poi kongo ak,direct
1718,"We need medical help at climatec, rue aubran, opposite BPH Banque Populaire Haitienne Petion-Ville","We need medical help at climatec, rue aubran face BPH petion-ville.",direct
1719,Is there a possibility of having reoccurrence or another seismic event of a magnitude 8 or more in the next few days?,Y a-t-il vraiment une possibilite d'avoir une replique ou un autre saisme de magnitude 8 dans les prochains jours?,direct
1720,"Hi, I would like to know the address and phone number of the Senegalese Consulate.","Bonjou, mwen ta renmen konnen adres ak telefnkonsila Senegal",direct
1721,sports information. football.,informations sportives. football,direct
1722,how can I avoid an earthquake during the rainny season in the city of Croix-Des Bouquets ,Koman m kapab evite tranbleman ta a pandan m pral antre nan sezon lapli fery kap viv nan turbe zon kwa de bouk.,direct
1723,How do I get more info about Canada? ,eske nou ta ka ban mwen plis eksplication sou zaf canada.,direct
1724,"We need help at Cite Soleil, 2nd Cite Lumiere, Impasse Cannibale. ",svp on a besoin d'aide a cite soleil deuxieme cite lumiere : impasse cannibale,direct
1725,The people in Amerger morne haitely area need tents. We're sleeping under sheets. ,Nou lan zone merger morne haitel nou besoin tante se anba dra nou ap demi,direct
1726,Where would people have to go that have problems with their visa? ,KI KOTE POU MOUN KI GEN PROBLEM SANTE YO KA AL PRAN VISA,direct
1727,"to go to Hospital CDTI, I need money, just like before. Please.",Poum ale lopital CDTI a mwen bezwen lajan men'm jan ak lontan svp,direct
1728,"I would like to know if there is an aftershock today, saturday?",Mta renmen konnen eske ap gen secousse jodi samedi a?,direct
1729,It's advised to airdrop food kits to rural houses and the slums. The silent are also hungry.,Il est conseille de parachuter des kits alimentaires sur les devantures des maisons des zones rurales et des bidonvilles? les silencieux ont aussi faim.,direct
1730,Help me find a tent that is plastic please and let me know where to pick it up. ,FM JWEN YON TANT AN PLASTIK SILVOUPL OU FEM KONNIN KI KOTE POUM J,direct
1731,If a US resident applied for a Visa for their child. Can that parent bring the document as proof to the embassy?,Tanpri mwen ta renmen konnen si ou paran w te f demand viza sou rezidans pou pitit li si moun sa ka part avek lot demand lan.,direct
1732,"goodmornig, im happy to know you came to help us but i would like to know where the help is going so i can get some also","Bonjou, mwen kontan konnen ke w vin ede n men m t a renmen ke tout moun jwenn paske nou menm nan sat nou poko janm jwenn anyen. Kijan, kib n dwe ale pou yo ede",direct
1733,Please give me information concerning the earthquake please.,Donne moi des information concernant le tremblement svp,direct
1734,I want to hear the news ( paper ) you must know,Mwen vle tande jounal ou dwe konnen,direct
1735,"Please, I need for you all to think about us because we need food as soon as possible, please. Delma 31 Rue Jacques. Yesterday, a truck went by. You're an angel.",Svp mwen bezwen pou nou panse avek nou paske nou nan grangou nou bezwen manje dlo ak tant svp nap tann ed ou nou delma 31 rue jacques 1er impas lory ange,direct
1736,The the province of Carrefour the people are sleeping in the street in the dew. The only thing they have received is water. There is no food. There are many pregnant women in the street.,Zone Carrefour moun yo ap domi nan lari a san seren an ap bat moun yo sel dlo moun yo resevwa pa gen manje plen fi ki ansent nan lari a,direct
1737,"We need tents in the Merger area, Haitel mountain",Nou besoin tante zone merger morne haitel,direct
1738,"Please, do something for us, we are among near center 20?? near the philanthropic?? school we need water, food for the survivors, we are about 20 people. ","Tanpri souple fe yon bagay pou nou, nou nan santo 20 bo lekol filantwps la, nou bezwen dlo, manje poun ka viv, nou anviwon 20 moun",direct
1739,"hello to you, please, i would like to know how to find care for my husband, he is fractured in hand and foot and cannot walk, thankyou ","Bonjour  vous, svp, mta renmen konnen koman poum fe pou marim ale pran swen  li te fe aksidan deja epi li frakture ank nan menmpye a li paka mache. Ms",direct
1741,"need information regarding the process for allowing the country for the U. S. currently, and also the process for an area/region to receive assistance. ",besoin d'information concernant les pocessus pour laisser le pays pour les Etats Unis actuellement et aussi les pocessus pour qu'un quartier recoit de l'aide.,direct
1742,"Please help us we're about 20 people in Santo 20 on a small field inside. We need water, food in order to survive.","Tanpri souple fe yon bagay pou nou, nou nan santo 20 bo lekol filantwps la sou yon ti teren anndan net, nou bezwen dlo, manje poun ka viv, nou anviwon 20 moun",direct
1743,"thoses money won't sink like the other 197 billions, this time, the country must take the road of development thankyou","Lajan sayo pa pral f fon men jan ak 197 millions an, fwasa a, fok pei a pran rwout chemen devlopman mesi",direct
1744,Where are them giving food at this time,Ki kote yap bay aid alimentaire nan moman an,direct
1745,Since I am not in Port-au-prince is it possible for me as a victim to go in the suburbs to get help? Prosper Lucamane Mole -Saint-Nicolas,"Km mwen pa p-au-p, eske pa gen posiblite pou victim ki al nan provens jwenn d? Prosper lucmane Mole-st-nicolas",direct
1746,Please help me I have nothing to survive. I can't reach ( or locate ),TANPRI SIL VOUPL EDEM MWEN PA GEN ANYEN POUM SIVIV MWEN PA JWENN D,direct
1747,Gens ont information qui dit que si on moins citoyens americains vit ici l que tout aller ok tout le monde vite fil pour qu'on essaie survivre. People have information that say that if american citizens live here that all will be ok and that everyone ( could be the world ) hurrying to try to make us survive.,GEN YON ENFOMASYON KI DI SI YON MOUN SITWAYEN AMERIKEN LI ISI LA KA ALE AK TOUT MOUN LI TE FIL POU YO ESKE SE VRE,direct
1748,blessed god. how much longer are we going to be struck by this big earthquake,BdyE BENIW!NAN KONBYEN TAN NOU Ka frape pa gro seisme sa ank?msi.,direct
1749,"Hi i speak english, if it's possible i would like to know of some groups that need an interpreter. you can let me know on this number.","Bonswa mwen pale angl si tout fwa ou ta konnen kek gwoup ki bezwen entprt nou ka fem konnen sou nimero sa a,",direct
1750,"Hello i would like to know if, even if you are not injured, can you go to the hospital for pounding heart. ",Bonjou mwen ta remen konnen eske menm si w pa bless sou ka al l opital pou batmann ke mesi,direct
1751,Information for the Dominican Republic.,Informacion para la republica dominicana,direct
1752,Can you go to the USA if you have a daughter who is married to an American?,Eske ou ka ale USA si ou gen yon ki marye avek yon Amerikn,direct
1753,"I am a young student who works hard but i'm in an impractical situation. I don't know how you can hel me, my father died. . perhaps incomplete text message","Mwen se yon jan etidyan, ki fe anpil ef men ki rive nan pozisyon enpratikab, ale mwen pa konnen nan ki fason ou ka edem epi mwen gen papa mwen ki mouri li",direct
1754,"sleep, they forgot us and brought nothing. We bought a little bottle of water for 5 gourdes",domi yo bliye nou yo pa ban nou anyan nap achte yon ti bokit dlo 5 gd,direct
1755,Hello Im in rue du centre near the french hospital. Im sleeping underneath a tree. please help me find a shelter,ALO. BONJOU. MWEN NAN RUE DU CENTRE SOUCOTE HOPITAL FRANCAIS MWEN APDOMI NAN CERIN AN ANBATIPYE PALMIS TANPRI FEM JWENN YON TANTE POUMWEN PASKE MWEN AVEK,direct
1756,"zone in hunger their killing us in zone, we can't. ..",zn nan grangou ap touye nou nan zon nan noupakapab ank.,direct
1757,I would like some help. I sleep in the street.,Mwen ta renmen nou edem se nan la ri map dormi,direct
1758,"I live on the heights of DUPONT, father of 3 children, professor, with no reserves to care for our family of 9 person! I am FOR PARACHUTING GOODS.","J'habite sur les hauteurs de Dupont, pare 3 enfants, enseignant, sans reserve pour m'occuper d'une famille largie de 9 personnes je suis pour le parachutage.",direct
1759,How many answers/aftershocks do we have? ,combien de replique avonsnous?,direct
1760,"We need help at DELMAS 33 next to the camp on RUE LEMAK : we need WATER, FOOD, TENTS. Our home has collapsed and people in charge forgot us, we can be reached at the number ","Nou bezwen ed a delma 33 zonn silo opri du kamp rue lemak nou bezwen dlo, mange, tant, kay nou kraze nou w responsab yo bliye nou nou ka rela nan num",direct
1761,"We are several victims of the earthquake which took place on Tuesday 12 January. We are in the yard near Gerald Bataille Rue Ode Lucien, number 13 We have nothing to eat.",Nou se plizye viktim nan tranbleman de te ki te pase a madi 12 janvier nou nan yon la kou ki nan gerald bataille rue ode lucien no : 13 nou pa gen manj,direct
1763,please im asking if your not gonna distribute food in port-au-prince because everyone is in the suburbs like Gros morne. ..,silvouple map mande eske nou pap voye manje nan vil pwovens yo tou paske tovt moun yo se nan vil pwovens yo ye tankou Gwomon moun ki fe konn sa selifin,direct
1764,Im Haitian and i've lost everything i own. I dont think the Haitian government or the foreign government can rebuild my life. i believe a good job and time will help me get over it.,"Mwen se ayisyen, mwen pedi tout sam te posede. Mwen pa kw leta ayisyen ou leta etranje ap rive rekontwi vim. Men mwen kw yon bon djob, avek tan ap metem",direct
1765,I need help my house collapsed and I'm in the streets,Mwen bezyen kay mwen kraze m nan lari,direct
1766,we're happy you recieved the message we're packed and patiently waiting,"NOU KONTAN DESKEW RESEVWA MESAJ LA, NAP TANN NOU AK PASYANS. NOU PA K",direct
1767,Please help us the way you can,rs aide-nous dans la faon que vous pouvez.,direct
1768,"Regarding teh landing field, where is it in Crois des Bouquets? I am sleeping in the street. My house is destroyed. ",konsnan teren an nan ki zon li ye nan kwadbouk a se nan lari map demi kay mwen kz,direct
1769,"Hello, think about me and if you can help in the sense that my business crashed, my house crashed and I didn't save anything at all so I am in the street, I am hungry, what can I do?",Bonjou pense poumwen et si nouka edem nan sans sa bisnis kraze kay mwen kraze mwen pasov enyen ditou doc mwen nan lari mwen grangou enfin kisa dou fe,direct
1770,My wife and I have to children and France. I'd like join them if possible?,madam mwen enfrance lif 2 timoun timoun yo se francais mwen tarinmin bo kote yo sinouka edem nan sans sa meci,direct
1771,"We need tents at Delmas 75. Location: PREMIERE IMPASSE TRANQU this could either be a street name, of which the last word could well be TRANQUILLE, or else they are saying that it is the first (quiet) dead-end streete",On a besoin des tentes  Delmas 75. Lieu : PREMIRE IMPASSE TRANQU,direct
1772,"Please, we need your hlep. Do not neglect the provincial villages. We have many people who need care in a hospital. We are suffering. And all the prisoners have escaped in Gonaives.","Svp, nou priye an gras. Pa neglije vil provens yo. Gen anpil moun ki al pran swen nan lopital yo kap soufri. Epi, tout prizoniye ki sove yo ale Gonayiv,",direct
1773,"We are in the area near Gressier. no one came to give us food, water and sheleter. We have nothing and are sleeping in the street.",Nou menn nan mariani ki sitiye nan komin gresye nou pa janm we pesonn vinn vizite nou se nan la ri nou tout nou lage ap domi anba serin ak la pli ke fwa,direct
1774,We dont have food or water we ask for the authorities to please send water and food and tents for us in Mariani zone Imakile Mariani 8 extended,nou pa gen manje ak dlo nou mande pou otorite yo voye je sou nou tanpri souple voye manje dlo ak tant pou nou nan mariani zone imakile mariani 8 pwolon,direct
1775,Is it true that I can get an american visa?,Eskem ka jwen n yon viza ameriken vre,direct
1776,i want to have informations please!,je veux avoir des informations s il vous plait!,direct
1777,I am a responsible victim. I want information on available support.,Je suis un responsable des victime. Je veux des informations sur les aides disponibles.,direct
1778,I would like to know when Western Union will open. Please.,Mwen ta renmen konnen ki l westan inyon ap ouvri svp.,direct
1779,"I am a student at the dominican republic, my passport is due, I went to renew it but it was not delivered to me. I need to go back to school so tell me what I need to do..","Mwen c yon etidyan an republik dominicain paspom t fini, mwen t al renouvlel men yo pa vle livrem li. e mwen bezwen rantre poum al lekol. kisa poum fe pou k",direct
1780,"We need a lot of help, we don't have anywhere to stay nor water or food to eat","Nou bezwen, d anpil, anpil nou pagen kote poun rete ni dlo manke pounou manje",direct
1781,"The housing center of Fontamara 27 to Bas Castera is waiting your visit. Very urgent. In fact, we are all lost.",The center of hebergement of fontamara 27 to bas castera is waitting your visit very urgent hn fact we are lost of all Thanks PFabien,direct
1782,students and teachers? where is the money coming from? ,elv ak anseyan yo?Ki kote kob la ap soti?,direct
1783,i'd like more information about the earthquake.,mwen ta renmen kon n inpe de tranblemen de t,direct
1784,"I am asking for you to go to Lilavoi 23 and 28, things are starting to be very hard for us, thank you ( La Plaine ) ",Mwen mande pou nou voye jenou nan lilavoi 23 e 28 bagay la komanse di anpil pounou mesi ( laplan ),direct
1785,"I need information on what I hear. How come they told people of Matissan won't get help. Listen, it's not every one who's bad, there's more good than bad people.",mwen bezwen enfomasyon sou sa mwen tande an ki jan fe yo di moun matisan pa nan ed gade se pa tout moun ki pa bon gen plis moun ki bon ke plis moun ki pa,direct
1786,In what direction is d?lta a prale? Thanks. ,Pou ki direksyon dlta a prale? Mesi.,direct
